,,,,,Paul Hogan,Self/less 
,,,,,Ryan Reynolds,The Constant Gardener 
,,,,,Archie Panjabi,The Passion of the Christ 
,,,,,Christo Jivkov,Mrs. Doubtfire 
,,,,,Robin Williams,Rain Man 
,,,,,Tom Cruise,Gran Torino 
,,,,,Clint Eastwood,W. 
,,,,,Toby Jones,Taken 
,,,,,Liam Neeson,The Best of Me 
,,,,,Luke Bracey,The Bodyguard 
,,,,,Bill Cobbs,Schindler's List 
,,,,,Liam Neeson,The Help 
,,,,,Emma Stone,The Fifth Estate 
,,,,,Benedict Cumberbatch,Scooby-Doo 2: Monsters Unleashed 
,,,,,Sarah Michelle Gellar,Viy 
,,,,,Jason Flemyng,Freddy vs. Jason 
,,,,,Katharine Isabelle,The Face of an Angel 
,,,,,Cara Delevingne,Jimmy Neutron: Boy Genius 
,,,,,Martin Short,Cloverfield 
,,,,,Mike Vogel,Teenage Mutant Ninja Turtles II: The Secret of the Ooze 
,,,,,Kevin Nash,The Untouchables 
,,,,,Robert De Niro,No Country for Old Men 
,,,,,Kelly Macdonald,Ride Along 
,,,,,Bruce McGill,Bridget Jones's Diary 
,,,,,Colin Firth,Chocolat 
,,,,,Lena Olin,"Legally Blonde 2: Red, White & Blonde "
,,,,,Mary Lynn Rajskub,Parental Guidance 
,,,,,Bailee Madison,No Strings Attached 
,,,,,Natalie Portman,Tombstone 
,,,,,Michael Biehn,Romeo Must Die 
,,,,,Jet Li,The Omen 
,,,,,Lee Remick,Final Destination 3 
,,,,,Chelan Simmons,The Lucky One 
,,,,,Blythe Danner,Bridge to Terabithia 
,,,,,Josh Hutcherson,Finding Neverland 
,,,,,Johnny Depp,A Madea Christmas 
,,,,,Alicia Witt,The Grey 
,,,,,Liam Neeson,Hide and Seek 
,,,,,Robert De Niro,Anchorman: The Legend of Ron Burgundy 
,,,,,Darcy Donavan,Goodfellas 
,,,,,Robert De Niro,Agent Cody Banks 
,,,,,Daniel Roebuck,Nanny McPhee 
,,,,,Colin Firth,Scarface 
,,,,,Al Pacino,Nothing to Lose 
,,,,,Kelly Preston,The Last Emperor 
,,,,,Cary-Hiroyuki Tagawa,Contraband 
,,,,,J.K. Simmons,Money Talks 
,,,,,Heather Locklear,There Will Be Blood 
,,,,,Jim Meskimen,The Wild Thornberrys Movie 
,,,,,Alfre Woodard,Rugrats Go Wild 
,,,,,Elizabeth Daily,Undercover Brother 
,,,,,Dave Chappelle,The Sisterhood of the Traveling Pants 
,,,,,Mike Vogel,Kiss of the Dragon 
,,,,,Jet Li,The House Bunny 
,,,,,Emma Stone,Beauty Shop 
,,,,,Alfre Woodard,Million Dollar Arm 
,,,,,Jon Hamm,The Giver 
,,,,,Jeff Bridges,What a Girl Wants 
,,,,,Colin Firth,Jeepers Creepers II 
,,,,,Nicki Aycox,Good Luck Chuck 
,,,,,Dane Cook,Cradle 2 the Grave 
,,,,,Jet Li,The Hours 
,,,,,Meryl Streep,She's the Man 
,,,,,Channing Tatum,Mr. Bean's Holiday 
,,,,,Lily Atkinson,Anacondas: The Hunt for the Blood Orchid 
,,,,,Nicholas Gonzalez,Blood Ties 
,,,,,Mila Kunis,August Rush 
,,,,,Robin Williams,Elizabeth 
,,,,,Fanny Ardant,Bride of Chucky 
,,,,,Alexis Arquette,Tora! Tora! Tora! 
,,,,,Joseph Cotten,Spice World 
,,,,,Jason Flemyng,The Sitter 
,,,,,Ari Graynor,Dance Flick 
,,,,,Damon Wayans Jr.,The Shawshank Redemption 
,,,,,Morgan Freeman,Crocodile Dundee in Los Angeles 
,,,,,Jere Burns,Kingpin 
,,,,,Bill Murray,The Gambler 
,,,,,George Kennedy,August: Osage County 
,,,,,Benedict Cumberbatch,Ice Princess 
,,,,,Connie Ray,A Lot Like Love 
,,,,,Aimee Garcia,Eddie the Eagle 
,,,,,Hugh Jackman,He Got Game 
,,,,,Denzel Washington,Don Juan DeMarco 
,,,,,Johnny Depp,Shaun the Sheep             
,,,,,Justin Fletcher,Dear John 
,,,,,Channing Tatum,The Losers 
,,,,,Chris Evans,Don't Be Afraid of the Dark 
,,,,,Bailee Madison,War 
,,,,,Jason Statham,Punch-Drunk Love 
,,,,,Adam Sandler,EuroTrip 
,,,,,Matt Damon,Half Past Dead 
,,,,,Claudia Christian,Unaccompanied Minors 
,,,,,Tyler James Williams,"Bright Lights, Big City "
,,,,,Dianne Wiest,The Adventures of Pinocchio 
,,,,,Martin Landau,The Greatest Game Ever Played 
,,,,,Stephen Dillane,The Box 
,,,,,Frank Langella,The Ruins 
,,,,,Laura Ramsey,The Next Best Thing 
,,,,,Mark Valley,My Soul to Take 
,,,,,Frank Grillo,The Girl Next Door 
,,,,,Chris Marquette,Maximum Risk 
,,,,,Natasha Henstridge,Stealing Harvard 
,,,,,Martin Starr,Legend 
,,,,,Tom Hardy,Hot Rod 
,,,,,Sissy Spacek,Shark Night 3D 
,,,,,Chris Zylka,Angela's Ashes 
,,,,,Emily Watson,Draft Day 
,,,,,Jennifer Garner,Lifeforce 
,,,,,Frank Finlay,The Powerpuff Girls             
,,,,,Elizabeth Daily,The Conspirator 
,,,,,Robin Wright,Lords of Dogtown 
,,,,,Heath Ledger,The 33 
,,,,,Marco Treviño,Big Trouble in Little China 
,,,,,Victor Wong,A Perfect Plan 
,,,,,Dany Boon,Warrior 
,,,,,Tom Hardy,Michael Collins 
,,,,,Alan Rickman,Gettysburg 
,,,,,Tom Berenger,Stop-Loss 
,,,,,Joseph Gordon-Levitt,Abandon 
,,,,,Charlie Hunnam,Brokedown Palace 
,,,,,John Doe,The Possession 
,,,,,Kyra Sedgwick,Mrs. Winterbourne 
,,,,,Brendan Fraser,Straw Dogs 
,,,,,Alexander Skarsgård,The Hoax 
,,,,,Hope Davis,Stone Cold 
,,,,,Brian Bosworth,The Road 
,,,,,Viggo Mortensen,Sheena 
,,,,,Tanya Roberts,Underclassman 
,,,,,Cheech Marin,Say It Isn't So 
,,,,,Eddie Cibrian,The World's Fastest Indian 
,,,,,Anthony Hopkins,Snakes on a Plane 
,,,,,Lin Shaye,Tank Girl 
,,,,,Naomi Watts,King's Ransom 
,,,,,Donald Faison,Blindness 
,,,,,Don McKellar,BloodRayne 
,,,,,Meat Loaf,Carnage 
,,,,,Kate Winslet,Where the Truth Lies 
,,,,,Colin Firth,Cirque du Soleil: Worlds Away 
,,,,,Dallas Barnett,Without Limits 
,,,,,Billy Burke,Me and Orson Welles 
,,,,,Zoe Kazan,The Best Offer 
,,,,,Jim Sturgess,Bad Lieutenant: Port of Call New Orleans 
,,,,,Nicolas Cage,A Turtle's Tale: Sammy's Adventures 
,,,,,Ed Begley Jr.,Little White Lies 
,,,,,François Cluzet,Love Ranch 
,,,,,Scout Taylor-Compton,The True Story of Puss'N Boots 
,,,,,Yolande Moreau,Space Dogs 
,,,,,Sergey Garmash,The Counselor 
,,,,,Michael Fassbender,Ironclad 
,,,,,Jason Flemyng,Waterloo 
,,,,,Rod Steiger,Kung Fu Killer 
,,,,,Siu-Wong Fan,Red Sky 
,,,,,Martin Kove,Dangerous Liaisons 
,,,,,Keanu Reeves,On the Road 
,,,,,Kristen Stewart,Star Trek IV: The Voyage Home 
,,,,,Leonard Nimoy,Rocky Balboa 
,,,,,Sylvester Stallone,Point Break 
,,,,,Ray Winstone,Scream 2 
,,,,,Omar Epps,Jane Got a Gun 
,,,,,Natalie Portman,Think Like a Man Too 
,,,,,Romany Malco,The Whole Nine Yards 
,,,,,Bruce Willis,Footloose 
,,,,,Dianne Wiest,Old School 
,,,,,Will Ferrell,The Fisher King 
,,,,,Jeff Bridges,I Still Know What You Did Last Summer 
,,,,,Muse Watson,Return to Me 
,,,,,Minnie Driver,Zack and Miri Make a Porno 
,,,,,Gerry Bednob,Nurse Betty 
,,,,,Morgan Freeman,The Men Who Stare at Goats 
,,,,,Kevin Spacey,Double Take 
,,,,,Daniel Roebuck,"Girl, Interrupted "
,,,,,Angelina Jolie Pitt,Win a Date with Tad Hamilton! 
,,,,,Topher Grace,Muppets from Space 
,,,,,Josh Charles,The Wiz 
,,,,,Lena Horne,Ready to Rumble 
,,,,,Oliver Platt,Play It to the Bone 
,,,,,Willie Garson,I Don't Know How She Does It 
,,,,,Olivia Munn,Piranha 3D 
,,,,,Adam Scott,Beyond the Sea 
,,,,,Kevin Spacey,Meet the Deedles 
,,,,,Paul Walker,The Princess and the Cobbler 
,,,,,Donald Pleasence,The Bridge of San Luis Rey 
,,,,,Robert De Niro,Faster 
,,,,,Dwayne Johnson,Howl's Moving Castle 
,,,,,Christian Bale,Zombieland 
,,,,,Emma Stone,King Kong 
,,,,,Naomi Watts,The Waterboy 
,,,,,Adam Sandler,Star Wars: Episode V - The Empire Strikes Back 
,,,,,Harrison Ford,Bad Boys 
,,,,,Will Smith,The Naked Gun 2½: The Smell of Fear 
,,,,,George Kennedy,Final Destination 
,,,,,Daniel Roebuck,The Ides of March 
,,,,,Ryan Gosling,Pitch Black 
,,,,,Vin Diesel,Someone Like You... 
,,,,,Hugh Jackman,Her 
,,,,,Scarlett Johansson,Eddie the Eagle 
,,,,,Hugh Jackman,Joy Ride 
,,,,,Paul Walker,The Adventurer: The Curse of the Midas Box 
,,,,,Ioan Gruffudd,Anywhere But Here 
,,,,,Natalie Portman,Chasing Liberty 
,,,,,Annabella Sciorra,The Crew 
,,,,,Seymour Cassel,Haywire 
,,,,,Channing Tatum,Jaws: The Revenge 
,,,,,Judith Barsi,Marvin's Room 
,,,,,Leonardo DiCaprio,The Longshots 
,,,,,Tasha Smith,The End of the Affair 
,,,,,Stephen Rea,Harley Davidson and the Marlboro Man 
,,,,,Vanessa Williams,In the Valley of Elah 
,,,,,James Franco,Coco Before Chanel 
,,,,,Alessandro Nivola,Forsaken 
,,,,,Demi Moore,Chéri 
,,,,,Tom Burke,Rogue             
,,,,,Cole Hauser,Vanity Fair 
,,,,,Romola Garai,Bodyguards and Assassins 
,,,,,Bingbing Fan,1408 
,,,,,Drew Powell,Spaceballs 
,,,,,Joan Rivers,The Water Diviner 
,,,,,Cem Yilmaz,Ghost 
,,,,,Demi Moore,There's Something About Mary 
,,,,,Sarah Silverman,The Santa Clause 
,,,,,Judge Reinhold,The Rookie 
,,,,,Dennis Quaid,The Game Plan 
,,,,,Dwayne Johnson,The Bridges of Madison County 
,,,,,Clint Eastwood,The Animal 
,,,,,Louis Lombardi,Gandhi 
,,,,,Candice Bergen,The Hundred-Foot Journey 
,,,,,Manish Dayal,The Net 
,,,,,Ken Howard,I Am Sam 
,,,,,Dianne Wiest,Son of God 
,,,,,Roma Downey,Underworld 
,,,,,Sophia Myles,Derailed 
,,,,,Denis O'Hare,The Informant! 
,,,,,Matt Damon,Shadowlands 
,,,,,Anthony Hopkins,Deuce Bigalow: European Gigolo 
,,,,,Carlos Ponce,Delivery Man 
,,,,,Jack Reynor,Victor Frankenstein 
,,,,,Daniel Radcliffe,Our Kind of Traitor 
,,,,,Radivoje Bukvic,Saving Silverman 
,,,,,Amanda Detmer,Diary of a Wimpy Kid: Dog Days 
,,,,,Zachary Gordon,Summer of Sam 
,,,,,Mira Sorvino,Jay and Silent Bob Strike Back 
,,,,,Will Ferrell,The Island 
,,,,,Scarlett Johansson,The Glass House 
,,,,,Chris Noth,"Hail, Caesar! "
,,,,,Scarlett Johansson,Josie and the Pussycats 
,,,,,Rosario Dawson,Homefront 
,,,,,Jason Statham,The Little Vampire 
,,,,,Richard E. Grant,I Heart Huckabees 
,,,,,Naomi Watts,RoboCop 3 
,,,,,CCH Pounder,Megiddo: The Omega Code 2 
,,,,,Michael Biehn,Darling Lili 
,,,,,Rock Hudson,Dudley Do-Right 
,,,,,Brendan Fraser,The Transporter Refueled 
,,,,,Ed Skrein,The Libertine 
,,,,,Johnny Depp,Black Book 
,,,,,Michiel Huisman,Joyeux Noel 
,,,,,Gary Lewis,Hit and Run 
,,,,,Bradley Cooper,Mad Money 
,,,,,Stephen Root,Before I Go to Sleep 
,,,,,Colin Firth,Sorcerer 
,,,,,Roy Scheider,Stone 
,,,,,Robert De Niro,Molière 
,,,,,Romain Duris,Out of the Furnace 
,,,,,Christian Bale,Michael Clayton 
,,,,,Tom Wilkinson,My Fellow Americans 
,,,,,Wilford Brimley,Arlington Road 
,,,,,Jeff Bridges,Underdogs 
,,,,,Pablo Rago,To Rome with Love 
,,,,,Ornella Muti,Firefox 
,,,,,Clint Eastwood,South Park: Bigger Longer & Uncut 
,,,,,Minnie Driver,Death at a Funeral 
,,,,,Peter Dinklage,Teenage Mutant Ninja Turtles III 
,,,,,Paige Turco,Hardball 
,,,,,Keanu Reeves,Silver Linings Playbook 
,,,,,Jennifer Lawrence,Freedom Writers 
,,,,,Hunter Parrish,For Colored Girls 
,,,,,Omari Hardwick,The Transporter 
,,,,,Jason Statham,Never Back Down 
,,,,,Djimon Hounsou,The Rage: Carrie 2 
,,,,,Jason London,The Bachelor             
,,,,,Chris Harrison,Away We Go 
,,,,,Catherine O'Hara,Swing Vote 
,,,,,Madeline Carroll,Moonlight Mile 
,,,,,Jake Gyllenhaal,Tinker Tailor Soldier Spy 
,,,,,Benedict Cumberbatch,Molly 
,,,,,Elaine Hendrix,The Beaver 
,,,,,Jennifer Lawrence,The Best Little Whorehouse in Texas 
,,,,,Dolly Parton,eXistenZ 
,,,,,Jennifer Jason Leigh,Raiders of the Lost Ark 
,,,,,Harrison Ford,Home Alone 2: Lost in New York 
,,,,,Macaulay Culkin,Close Encounters of the Third Kind 
,,,,,Bob Balaban,Pulse 
,,,,,Ian Somerhalder,Beverly Hills Cop II 
,,,,,Dean Stockwell,Bringing Down the House 
,,,,,Angus T. Jones,The Silence of the Lambs 
,,,,,Anthony Hopkins,Wayne's World 
,,,,,Tia Carrere,Jackass 3D 
,,,,,Bam Margera,Jaws 2 
,,,,,Roy Scheider,Beverly Hills Chihuahua 
,,,,,Jamie Lee Curtis,The Conjuring 
,,,,,Mackenzie Foy,Are We There Yet? 
,,,,,Nia Long,Tammy 
,,,,,Gary Cole,Disturbia 
,,,,,Sarah Roemer,School of Rock 
,,,,,Miranda Cosgrove,Mortal Kombat 
,,,,,Christopher Lambert,Wicker Park 
,,,,,Jessica Paré,White Chicks 
,,,,,Busy Philipps,The Descendants 
,,,,,Shailene Woodley,Holes 
,,,,,Tim Blake Nelson,The Last Song 
,,,,,Kelly Preston,12 Years a Slave 
,,,,,Quvenzhané Wallis,Drumline 
,,,,,Leonard Roberts,Why Did I Get Married Too? 
,,,,,Michael Jai White,Edward Scissorhands 
,,,,,Johnny Depp,Me Before You 
,,,,,Sam Claflin,Madea's Witness Protection 
,,,,,John Amos,The French Connection 
,,,,,Roy Scheider,Bad Moms 
,,,,,Mila Kunis,Date Movie 
,,,,,Alyson Hannigan,Return to Never Land 
,,,,,Roger Rees,Selma 
,,,,,David Oyelowo,The Jungle Book 2 
,,,,,Haley Joel Osment,Boogeyman 
,,,,,Barry Watson,Premonition 
,,,,,Nia Long,The Tigger Movie 
,,,,,Kath Soucie,Orphan 
,,,,,Jimmy Bennett,Max 
,,,,,Jay Hernandez,Meet the Browns             
,,,,,Lamman Rucker,Epic Movie 
,,,,,David Carradine,Conan the Barbarian 
,,,,,William Smith,Spotlight 
,,,,,Billy Crudup,Lakeview Terrace 
,,,,,Jay Hernandez,The Grudge 2 
,,,,,Sarah Michelle Gellar,How Stella Got Her Groove Back 
,,,,,Richard Lawson,Bill & Ted's Bogus Journey 
,,,,,Keanu Reeves,Man of the Year 
,,,,,Robin Williams,The Black Hole 
,,,,,Robert Forster,The American 
,,,,,Violante Placido,Selena 
,,,,,Jon Seda,Vampires Suck 
,,,,,Diedrich Bader,Babel 
,,,,,Brad Pitt,This Is Where I Leave You 
,,,,,Tina Fey,Doubt 
,,,,,Philip Seymour Hoffman,Team America: World Police 
,,,,,Jeremy Shada,Texas Chainsaw 3D 
,,,,,Gunnar Hansen,Copycat 
,,,,,William McNamara,Scary Movie 5 
,,,,,Marisa Saks,Paint Your Wagon 
,,,,,Clint Eastwood,Milk 
,,,,,James Franco,Risen 
,,,,,Peter Firth,Ghost Ship 
,,,,,Isaiah Washington,A Very Harold & Kumar 3D Christmas 
,,,,,Patton Oswalt,Wild Things 
,,,,,Bill Murray,The Stepfather 
,,,,,Sela Ward,The Debt 
,,,,,Tom Wilkinson,High Fidelity 
,,,,,Drake Bell,One Missed Call 
,,,,,Johnny Lewis,Eye for an Eye 
,,,,,Joe Mantegna,The Bank Job 
,,,,,Jason Statham,Eternal Sunshine of the Spotless Mind 
,,,,,Kate Winslet,You Again 
,,,,,Jamie Lee Curtis,Street Kings 
,,,,,Keanu Reeves,The World's End 
,,,,,Michael Smiley,Nancy Drew 
,,,,,Kay Panabaker,Daybreakers 
,,,,,Jay Laga'aia,She's Out of My League 
,,,,,Mike Vogel,Monte Carlo 
,,,,,Leighton Meester,Stay Alive 
,,,,,Adam Goldberg,Quigley Down Under 
,,,,,Alan Rickman,Alpha and Omega 
,,,,,Kevin Sussman,The Covenant 
,,,,,Laura Ramsey,Stick It 
,,,,,Jeff Bridges,Shorts 
,,,,,Jimmy Bennett,To Die For 
,,,,,Kurtwood Smith,Nerve 
,,,,,Samira Wiley,Appaloosa 
,,,,,Viggo Mortensen,Vampires 
,,,,,Sheryl Lee,Yu-Gi-Oh! Duel Monsters             
,,,,,Pablo Sevilla,Psycho 
,,,,,Janet Leigh,My Best Friend's Girl 
,,,,,Dane Cook,Endless Love 
,,,,,Alex Pettyfer,Georgia Rule 
,,,,,Hector Elizondo,Under the Rainbow 
,,,,,Mako,Ladyhawke 
,,,,,Matthew Broderick,Simon Birch 
,,,,,Oliver Platt,Reign Over Me 
,,,,,Adam Sandler,Into the Wild 
,,,,,Kristen Stewart,School for Scoundrels 
,,,,,Jon Heder,Silent Hill: Revelation 3D 
,,,,,Radha Mitchell,From Dusk Till Dawn 
,,,,,Quentin Tarantino,Pooh's Heffalump Movie 
,,,,,Kath Soucie,Home for the Holidays 
,,,,,Robert Downey Jr.,Kung Fu Hustle 
,,,,,Shengyi Huang,Fired Up             
,,,,,Leah Remini,The Country Bears 
,,,,,Haley Joel Osment,The Kite Runner 
,,,,,Mustafa Haidari,21 Grams 
,,,,,Naomi Watts,Paparazzi 
,,,,,Cole Hauser,Twilight 
,,,,,Kristen Stewart,A Guy Thing 
,,,,,Thomas Lennon,Loser 
,,,,,Andy Dick,Capitalism: A Love Story 
,,,,,Ronald Reagan,The Greatest Story Ever Told 
,,,,,Martin Landau,Secret in Their Eyes 
,,,,,Julia Roberts,Disaster Movie 
,,,,,Carmen Electra,Armored 
,,,,,Andrew Fiscella,The Man Who Knew Too Little 
,,,,,Bill Murray,What's Your Number? 
,,,,,Chris Evans,Lockout 
,,,,,Joseph Gilgun,Envy 
,,,,,Amy Poehler,Crank: High Voltage 
,,,,,Jason Statham,Bullets Over Broadway 
,,,,,Jim Broadbent,One Night with the King 
,,,,,James Callis,The Quiet American 
,,,,,Brendan Fraser,The Weather Man 
,,,,,Nicolas Cage,Undisputed 
,,,,,Fisher Stevens,Ghost Town 
,,,,,Aasif Mandvi,12 Rounds 
,,,,,Taylor Cole,Let Me In 
,,,,,Chloë Grace Moretz,3 Ninjas Kick Back 
,,,,,Victor Wong,Be Kind Rewind 
,,,,,Quinton Aaron,Mrs Henderson Presents 
,,,,,Bob Hoskins,Triple 9 
,,,,,Kate Winslet,Deconstructing Harry 
,,,,,Woody Allen,Three to Tango 
,,,,,Matthew Perry,Burnt 
,,,,,Bradley Cooper,We're No Angels 
,,,,,Robert De Niro,Everyone Says I Love You 
,,,,,Natasha Lyonne,Death at a Funeral 
,,,,,Peter Dinklage,Death Sentence 
,,,,,Aisha Tyler,Everybody's Fine 
,,,,,Robert De Niro,Superbabies: Baby Geniuses 2 
,,,,,Scott Baio,The Man 
,,,,,Miguel Ferrer,Code Name: The Cleaner 
,,,,,Callum Rennie,Connie and Carla 
,,,,,Debbie Reynolds,Sweet Charity 
,,,,,Sammy Davis Jr.,Inherent Vice 
,,,,,Martin Dew,Doogal 
,,,,,Jimmy Fallon,Battle of the Year 
,,,,,Chris Brown,Perception             
,,,,,LeVar Burton,An American Carol 
,,,,,Chriss Anglin,Machete Kills 
,,,,,Alexa PenaVega,Willard 
,,,,,Laura Harring,Strange Wilderness 
,,,,,Kevin Alejandro,Topsy-Turvy 
,,,,,Jim Broadbent,Little Boy 
,,,,,Tom Wilkinson,A Dangerous Method 
,,,,,Michael Fassbender,A Scanner Darkly 
,,,,,Robert Downey Jr.,Chasing Mavericks 
,,,,,Gerard Butler,Alone in the Dark 
,,,,,Catherine Lough Haggquist,Bandslam 
,,,,,Scott Porter,Birth 
,,,,,Cameron Bright,A Most Violent Year 
,,,,,David Oyelowo,Passchendaele 
,,,,,Landon Liboiron,Flash of Genius 
,,,,,Dylan Authors,I'm Not There. 
,,,,,Christian Bale,The Cold Light of Day 
,,,,,Henry Cavill,The Brothers Bloom 
,,,,,Zachary Gordon,"Synecdoche, New York "
,,,,,Philip Seymour Hoffman,Princess Mononoke 
,,,,,Minnie Driver,Bon voyage 
,,,,,Isabelle Adjani,Can't Stop the Music 
,,,,,Steve Guttenberg,The Proposition 
,,,,,Ray Winstone,Courage 
,,,,,Donny Boaz,Marci X 
,,,,,Damon Wayans,Equilibrium 
,,,,,Christian Bale,The Children of Huang Shi 
,,,,,Radha Mitchell,The Yards 
,,,,,Charlize Theron,The Oogieloves in the Big Balloon Adventure 
,,,,,Chazz Palminteri,By the Sea 
,,,,,Brad Pitt,Steamboy 
,,,,,William Hootkins,The Game of Their Lives 
,,,,,Gerard Butler,All Good Things 
,,,,,Ryan Gosling,Rapa Nui 
,,,,,Esai Morales,CJ7 
,,,,,Jiao Xu,Les couloirs du temps: Les visiteurs II 
,,,,,Christian Clavier,Dylan Dog: Dead of Night 
,,,,,Marco St. John,People I Know 
,,,,,Al Pacino,The Doombolt Chase             
,,,,,Peter Vaughan,The Tempest 
,,,,,Djimon Hounsou,Regression 
,,,,,Emma Watson,The Touch 
,,,,,Necar Zadegan,Three Kingdoms: Resurrection of the Dragon 
,,,,,Andy Lau,Shattered 
,,,,,Gerard Butler,Zambezia 
,,,,,Leonard Nimoy,Ramanujan 
,,,,,Mani Bharathi,Dwegons and Leprechauns 
,,,,,Joey D. Vieira,Hands of Stone 
,,,,,Robert De Niro,Survivor 
,,,,,Milla Jovovich,The Frozen Ground 
,,,,,Nicolas Cage,The Painted Veil 
,,,,,Toby Jones,The Baader Meinhof Complex 
,,,,,Moritz Bleibtreu,Dances with Wolves 
,,,,,Mary McDonnell,Bad Teacher 
,,,,,Justin Timberlake,Sea of Love 
,,,,,Al Pacino,A Cinderella Story 
,,,,,Dan Byrd,Scream 
,,,,,David Arquette,Thir13en Ghosts 
,,,,,Shannon Elizabeth,The Shining 
,,,,,Scatman Crothers,Back to the Future 
,,,,,Lea Thompson,House on Haunted Hill 
,,,,,Jeffrey Combs,I Can Do Bad All by Myself 
,,,,,Eric Mendenhall,Fight Valley 
,,,,,Kari J. Kramer,The Switch 
,,,,,Caroline Dhavernas,Just Married 
,,,,,Taran Killam,The Devil's Double 
,,,,,Mem Ferda,"Gone, Baby, Gone             "
,,,,,Nicole 'Snooki' Polizzi,Thomas and the Magic Railroad 
,,,,,Mara Wilson,The Crazies 
,,,,,Radha Mitchell,Spirited Away 
,,,,,Bunta Sugawara,Firestorm 
,,,,,Andy Lau,The Bounty 
,,,,,Liam Neeson,The Book Thief 
,,,,,Emily Watson,Sex Drive 
,,,,,Katrina Bowden,Leap Year 
,,,,,Adam Scott,The Fall of the Roman Empire 
,,,,,James Mason,Take Me Home Tonight 
,,,,,Topher Grace,Won't Back Down 
,,,,,Holly Hunter,The Nutcracker 
,,,,,Darci Kistler,Kansas City 
,,,,,Steve Buscemi,Indignation 
,,,,,Logan Lerman,The Amityville Horror 
,,,,,Jimmy Bennett,Adaptation. 
,,,,,Nicolas Cage,Land of the Dead 
,,,,,Tony Nappo,Out of Inferno 
,,,,,Louis Koo,Fear and Loathing in Las Vegas 
,,,,,Johnny Depp,The Invention of Lying 
,,,,,Jennifer Garner,Neighbors 
,,,,,Craig Roberts,The Mask 
,,,,,Peter Greene,Big 
,,,,,Tom Hanks,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan 
,,,,,Luenell,Legally Blonde 
,,,,,Linda Cardellini,Star Trek III: The Search for Spock 
,,,,,Leonard Nimoy,The Exorcism of Emily Rose 
,,,,,Tom Wilkinson,Deuce Bigalow: Male Gigolo 
,,,,,Amy Poehler,Left Behind 
,,,,,Nicolas Cage,The Family Stone 
,,,,,Craig T. Nelson,Barbershop 2: Back in Business 
,,,,,Harry Lennix,Bad Santa 
,,,,,Bernie Mac,Austin Powers: International Man of Mystery 
,,,,,Will Ferrell,My Big Fat Greek Wedding 2 
,,,,,Nia Vardalos,Diary of a Wimpy Kid: Rodrick Rules 
,,,,,Zachary Gordon,Predator 
,,,,,Shane Black,Amadeus 
,,,,,Jeffrey Jones,Prom Night 
,,,,,Ming-Na Wen,Mean Girls 
,,,,,Tina Fey,Under the Tuscan Sun 
,,,,,Raoul Bova,Gosford Park 
,,,,,Kristin Scott Thomas,The O.C.             
,,,,,Peter Gallagher,Peggy Sue Got Married 
,,,,,Nicolas Cage,Birdman or (The Unexpected Virtue of Ignorance) 
,,,,,Emma Stone,Blue Jasmine 
,,,,,Sally Hawkins,United 93 
,,,,,Christian Clemenson,Honey 
,,,,,Christian Monzon,Glory 
,,,,,Denzel Washington,Spy Hard 
,,,,,Hulk Hogan,The Fog 
,,,,,Jamie Lee Curtis,Soul Surfer 
,,,,,Dennis Quaid,Catch-22 
,,,,,Bob Newhart,Observe and Report 
,,,,,Collette Wolfe,Conan the Destroyer 
,,,,,Mako,Raging Bull 
,,,,,Robert De Niro,Love Happens 
,,,,,Judy Greer,Young Sherlock Holmes 
,,,,,Nicholas Rowe,Fame 
,,,,,Kelsey Grammer,127 Hours 
,,,,,James Franco,Small Time Crooks 
,,,,,Woody Allen,Center Stage 
,,,,,Amanda Schull,Love the Coopers 
,,,,,Olivia Wilde,Catch That Kid 
,,,,,Kristen Stewart,Life as a House 
,,,,,Ian Somerhalder,Steve Jobs 
,,,,,Kate Winslet,"I Love You, Beth Cooper "
,,,,,Alan Ruck,Youth in Revolt 
,,,,,Steve Buscemi,The Legend of the Lone Ranger 
,,,,,Jason Robards,The Tailor of Panama 
,,,,,Daniel Radcliffe,Blow Out 
,,,,,Nancy Allen,Getaway 
,,,,,Rebecca Budig,The Ice Storm 
,,,,,Joan Allen,And So It Goes 
,,,,,Yaya DaCosta,Troop Beverly Hills 
,,,,,Craig T. Nelson,Being Julia 
,,,,,Miriam Margolyes,9½ Weeks 
,,,,,David Margulies,Dragonslayer 
,,,,,Ian McDiarmid,The Last Station 
,,,,,David Masterson,Ed Wood 
,,,,,Johnny Depp,Labor Day 
,,,,,J.K. Simmons,Mongol: The Rise of Genghis Khan 
,,,,,Tadanobu Asano,RocknRolla 
,,,,,Tom Hardy,Megaforce 
,,,,,Barry Bostwick,Hamlet 
,,,,,Julie Christie,Mao's Last Dancer 
,,,,,Bruce Greenwood,Midnight Special 
,,,,,Kirsten Dunst,Anything Else 
,,,,,Woody Allen,The Railway Man 
,,,,,Jeremy Irvine,Unforgettable             
